0.3252983,0.058557928,0.27737814,0.095223665,0.1537816,0.17141554,0.08957975,0.1609241,0.033884563,0.29702973,0.04606299,0.252127,0.0,0.28792197,0.3064137,0.33474594
0.37129787,0.038397968,0.32142246,0.10104793,0.1394459,0.17243564,0.08960162,0.14936993,0.03510902,0.2898315,0.039309513,0.25400972,0.0,0.26946208,0.28098485,0.3349655
0.3255069,0.0591318,0.2812172,0.07988888,0.13902068,0.15624604,0.08068824,0.13804859,0.03314671,0.28376243,0.052640256,0.25747657,0.0,0.25004557,0.25471443,0.33475444
0.3602964,0.05419761,0.31812412,0.1018396,0.15603721,0.1662992,0.08629947,0.16080086,0.048700824,0.30083698,0.051629707,0.25989884,0.0,0.26113325,0.29617602,0.33521867
0.31976464,0.058656216,0.27540052,0.07767737,0.13633358,0.17115544,0.088849,0.14464244,0.03939484,0.27269578,0.042109825,0.25974572,0.0,0.2713891,0.2559621,0.3350824
0.30541235,0.08025843,0.26488453,0.07764876,0.15790719,0.1559017,0.07950572,0.14551042,0.03986752,0.28738788,0.056229793,0.2539515,0.0,0.23781697,0.23641454,0.33411106
0.3056161,0.07653749,0.2645674,0.07595521,0.1524927,0.15151718,0.07737664,0.14499238,0.038355097,0.2840572,0.05506817,0.25677955,0.0,0.24740608,0.23653896,0.33433774
0.384049,0.05030173,0.33976793,0.10531831,0.15562004,0.16250055,0.083596244,0.15550013,0.030962218,0.30347496,0.04860321,0.2547202,0.0,0.24836051,0.24755993,0.33484364
0.3796304,0.048633873,0.33458632,0.0966084,0.14524227,0.16772899,0.086325064,0.15975812,0.038545057,0.29922372,0.041700147,0.25243068,0.0,0.2614184,0.2602025,0.33532724
0.43340087,0.05986166,0.37732422,0.076177776,0.13603944,0.17304634,0.08851899,0.17084408,0.05879141,0.28762403,0.037958167,0.26651356,0.0,0.2926065,0.2334644,0.33993202
0.4108725,0.06709504,0.35863385,0.096604586,0.16369963,0.17250194,0.08859444,0.15776125,0.042371534,0.2787191,0.046612497,0.26043802,0.0,0.2819002,0.23057787,0.3375545
0.36408675,0.076316655,0.3134064,0.08197874,0.1582954,0.16111705,0.08229252,0.14086403,0.044356514,0.27761886,0.04590414,0.2630403,0.0,0.29798624,0.23504034,0.33566725
0.34974715,0.06882465,0.30075014,0.08505863,0.15388328,0.16844848,0.08613624,0.15432015,0.05516094,0.29072267,0.049653467,0.25769728,0.0,0.30069688,0.2578423,0.3356732
0.33910084,0.061784208,0.2954737,0.09684974,0.15863395,0.16950361,0.087283395,0.15982832,0.051104564,0.29125452,0.045835316,0.25014597,0.0,0.28053114,0.27401713,0.33534977
0.33257166,0.055207074,0.28608692,0.06905097,0.12425804,0.160717,0.08219481,0.15513529,0.05245354,0.28602713,0.04322083,0.25082588,0.0,0.27670628,0.2558552,0.3344423
0.34167337,0.057776928,0.29531968,0.06012547,0.1179024,0.15863518,0.081515044,0.15197742,0.039908007,0.292996,0.048157215,0.26223886,0.0,0.28675118,0.23724398,0.3343879
0.40148383,0.09819394,0.35430717,0.07654494,0.17473888,0.16580482,0.08435646,0.15489371,0.031515487,0.31396443,0.056414068,0.26825562,0.0,0.2902573,0.18614615,0.34001
0.34883907,0.09048545,0.3014095,0.050109923,0.14059538,0.1507029,0.07608272,0.14552477,0.04063806,0.2873504,0.060982846,0.2762058,0.0,0.26261702,0.17716788,0.33891997
0.34879336,0.090850174,0.2982177,0.061813354,0.15266353,0.15152666,0.07660013,0.1526334,0.041330293,0.29885074,0.06891199,0.27108127,0.0,0.2644196,0.20788325,0.33700737
0.33623955,0.10038984,0.29240218,0.0673666,0.16775644,0.14561816,0.07369737,0.15085068,0.038440168,0.31665277,0.07314168,0.27958244,0.0,0.2515592,0.19129476,0.33506683
0.3189112,0.08800447,0.27296332,0.0580827,0.14608717,0.14793633,0.07509317,0.13973588,0.032661326,0.28385103,0.054636568,0.26910996,0.0,0.26859525,0.19239187,0.3352619
0.33246335,0.080197036,0.2857843,0.06816733,0.14836437,0.15645313,0.07995882,0.14806822,0.040065467,0.2902387,0.05617837,0.26597196,0.0,0.26883373,0.22376247,0.33506548
0.33136556,0.06460488,0.289465,0.06880158,0.13340646,0.16573422,0.085841216,0.15423517,0.044056036,0.29254705,0.04879058,0.26473114,0.0,0.2691146,0.25455287,0.33518937
0.367002,0.054736316,0.32820538,0.102651715,0.15738803,0.17736249,0.09221783,0.15672866,0.040981743,0.28915018,0.04227087,0.2606107,0.0,0.24602853,0.2685679,0.33506998
0.330972,0.065130115,0.2927459,0.08579737,0.15092748,0.16275367,0.08417726,0.14680731,0.039098494,0.28530082,0.05203467,0.26260373,0.0,0.2406074,0.25241512,0.33486038
0.33303526,0.074899256,0.28816426,0.083595395,0.15849465,0.15712285,0.08068019,0.15012294,0.037828512,0.29518703,0.06424905,0.26128972,0.0,0.24918757,0.2508011,0.3347923
0.36013123,0.067558885,0.31451753,0.086037636,0.15359652,0.1684808,0.0865466,0.15351516,0.042478275,0.28470504,0.0532826,0.26202625,0.0,0.25657234,0.25848123,0.33498752
0.34083775,0.059754908,0.29810563,0.08060044,0.14035535,0.15999873,0.08232314,0.15109938,0.04104401,0.29758993,0.0561167,0.26295614,0.0,0.2474894,0.2676645,0.33502895
0.39312547,0.049868345,0.34649307,0.09617257,0.14604092,0.16252436,0.08310516,0.1448221,0.026797626,0.2727421,0.0471641,0.2624491,0.0,0.2719642,0.25650007,0.3348801
0.31573436,0.03794509,0.26959717,0.062941134,0.100886226,0.1588533,0.0814946,0.1410177,0.04299637,0.25441507,0.022384861,0.25027558,0.0,0.26526088,0.26011166,0.33524558
0.29660895,0.03994757,0.2570093,0.048179686,0.088127255,0.15907964,0.08225976,0.14173591,0.04252733,0.25531048,0.018699985,0.2548367,0.0,0.2594695,0.2530816,0.3350552
0.31414446,0.050919235,0.27319112,0.037918806,0.08883804,0.15913944,0.081671104,0.14420123,0.04161741,0.26208848,0.029608244,0.26097298,0.0,0.3201983,0.23057659,0.33473974
0.262959,0.043705046,0.22669047,0.032882452,0.0765875,0.15452947,0.08101357,0.16180441,0.051393818,0.30298436,0.034311198,0.2727306,0.0,0.29107144,0.25219524,0.33247122
0.27622178,0.038812578,0.23924494,0.048065245,0.08687782,0.15961897,0.08354447,0.16006048,0.045721326,0.29462323,0.032380465,0.25981927,0.0,0.27409908,0.25759092,0.33393934
